x,rows,mean_step,std_step,min_step,max_step,top_y_mid,bottom_y_mid
324.2025,30,25.919995862068966,5.385275208381109e-05,25.919869999999946,25.920130000000086,785.167604,33.487724
353.3763,30,25.919995862068966,5.385275208381109e-05,25.919869999999946,25.920130000000086,785.167604,33.487724
382.2936,30,25.919995862068966,5.385275208381109e-05,25.919869999999946,25.920130000000086,785.167604,33.487724
